event_id,month,group,income,debt_ratio,history_months,late_payments,requested_amount,employment_years,default
sim-002846,5,group_a,60223.73,0.2623,38.8,0,9533.4,3.6,0
sim-002847,5,group_a,47779.34,0.026,149.3,1,10134.53,5.6,0
sim-002848,5,group_b,46873.62,0.0603,131.7,1,3905.08,5.3,0
sim-002849,5,group_a,25206.36,0.7238,97.9,3,5351.96,4.7,0
sim-002850,5,group_a,53192.46,0.0359,57.1,2,16378.27,14.3,0
sim-002851,5,group_a,65796.23,0.3547,85.5,1,10911.8,2.0,0
sim-002852,5,group_b,43291.85,0.022,89.0,0,8915.74,9.2,0
sim-002853,5,group_a,43802.99,0.0432,41.9,1,13229.57,5.0,0
sim-002854,5,group_b,21565.05,0.2006,63.0,1,5412.96,13.4,0
sim-002855,5,group_b,57117.34,0.0338,42.5,0,6745.37,4.9,1
sim-002856,5,group_b,77493.46,0.1567,24.0,1,5144.93,13.9,0
sim-002857,5,group_a,42009.04,0.4401,74.6,3,3767.1,4.0,1
sim-002858,5,group_b,28577.36,0.2217,87.9,1,5581.92,8.1,0
sim-002859,5,group_a,34267.83,0.2921,56.7,1,7850.14,4.5,0
sim-002860,5,group_a,30743.18,0.136,117.2,1,10768.93,5.6,0
sim-002861,5,group_a,31527.36,0.5176,88.4,1,14834.8,1.3,1
sim-002862,5,group_a,48153.68,0.3762,36.7,1,8457.28,3.6,0
sim-002863,5,group_a,41248.7,0.118,56.1,0,10977.01,8.0,0
sim-002864,5,group_a,55918.66,0.2515,27.7,0,12733.62,15.0,0
sim-002865,5,group_a,42863.63,0.364,104.5,1,13079.53,3.1,0
sim-002866,5,group_a,25516.56,0.1121,95.3,1,5951.91,5.3,1
sim-002867,5,group_a,29723.98,0.0923,73.6,1,5747.98,12.7,1
sim-002868,5,group_b,28958.14,0.121,76.2,0,8180.03,4.5,0
sim-002869,5,group_a,33917.37,0.6873,75.3,2,22769.79,12.4,0
sim-002870,5,group_b,77946.64,0.1808,84.1,1,12837.92,11.0,0
sim-002871,5,group_a,83371.17,0.1474,85.2,0,6586.2,10.2,0
sim-002872,5,group_a,52123.57,0.1189,41.8,2,8172.54,2.7,0
sim-002873,5,group_a,38556.53,0.1469,27.9,0,9315.21,10.5,0
sim-002874,5,group_a,20704.49,0.2048,95.9,0,4400.78,1.5,0
sim-002875,5,group_a,40231.42,0.0857,108.3,0,5540.18,8.9,0
sim-002876,5,group_a,26322.96,0.6498,108.8,1,10176.32,1.3,0
sim-002877,5,group_a,72752.55,0.1121,127.0,1,11635.24,5.9,0
sim-002878,5,group_a,18684.24,0.2378,124.3,1,7542.28,3.8,0
sim-002879,5,group_a,43108.84,0.0787,93.3,3,6451.21,15.1,0
sim-002880,5,group_a,25408.0,0.1158,46.5,0,9760.28,6.0,0
sim-002881,5,group_a,36534.18,0.1429,27.1,0,4930.89,9.8,0
sim-002882,5,group_a,48520.84,0.8124,52.1,3,5143.56,7.5,1
sim-002883,5,group_a,56343.76,0.2143,21.6,0,34726.2,5.1,0
sim-002884,5,group_a,35757.31,0.1065,109.6,1,5492.95,12.5,0
sim-002885,5,group_a,50499.11,0.3932,30.1,1,12533.95,3.3,1
sim-002886,5,group_a,27771.42,0.4697,68.6,3,6692.51,3.3,0
sim-002887,5,group_b,40665.12,0.3579,66.1,0,11026.43,9.5,1
sim-002888,5,group_a,55878.06,0.1192,109.4,1,12953.38,5.6,0
sim-002889,5,group_a,42170.74,0.0662,82.9,1,3708.52,5.0,1
sim-002890,5,group_a,29368.43,0.4149,48.1,1,7759.67,8.4,0
sim-002891,5,group_b,32623.96,0.418,70.0,1,4463.32,10.4,1
sim-002892,5,group_b,56194.58,0.0632,67.8,0,5099.9,17.8,0
sim-002893,5,group_b,23188.81,0.0532,36.9,1,16078.15,2.6,0
sim-002894,5,group_b,24671.1,0.3215,59.6,4,5431.97,6.6,1
sim-002895,5,group_a,47224.46,0.1536,101.6,1,5652.52,8.8,0
sim-002896,5,group_b,30502.37,0.3221,72.3,1,11132.16,6.0,0
sim-002897,5,group_a,19924.7,0.334,57.7,0,34511.67,5.8,0
sim-002898,5,group_b,64688.83,0.4412,73.8,1,6520.58,1.0,0
sim-002899,5,group_a,23113.4,0.2347,31.2,1,5502.68,13.6,0
sim-002900,5,group_a,33733.25,0.4543,108.7,0,7423.03,1.3,0
sim-002901,5,group_b,28276.92,0.2948,148.1,3,11570.79,4.9,1
sim-002902,5,group_a,32369.53,0.3208,21.9,1,13595.25,4.0,0
sim-002903,5,group_b,25297.47,0.231,14.8,0,4268.96,5.6,0
sim-002904,5,group_a,49513.33,0.1012,69.5,1,19585.35,7.2,0
sim-002905,5,group_b,38428.16,0.3176,26.3,2,10810.26,2.5,1
sim-002906,5,group_b,55444.32,0.5687,68.5,0,5425.73,3.2,1
sim-002907,5,group_a,28400.14,0.2617,74.3,2,7214.6,7.8,0
sim-002908,5,group_b,89847.51,0.4528,87.6,1,10247.46,6.5,0
sim-002909,5,group_a,16482.38,0.3689,68.2,3,8122.21,8.8,0
sim-002910,5,group_b,18849.53,0.3184,10.7,2,7524.02,12.1,0
sim-002911,5,group_a,76595.66,0.545,128.9,2,22876.05,14.7,0
sim-002912,5,group_a,44761.22,0.1886,84.8,1,10569.24,2.5,1
sim-002913,5,group_b,42335.54,0.3161,46.5,1,6456.02,9.2,1
sim-002914,5,group_a,43964.41,0.4995,51.4,1,6794.16,6.9,0
sim-002915,5,group_a,46625.69,0.1853,50.1,0,19207.86,9.9,0
sim-002916,5,group_a,41601.96,0.4395,37.1,2,9695.75,7.7,0
sim-002917,5,group_b,24448.4,0.348,68.2,3,4748.43,2.5,0
sim-002918,5,group_a,51722.09,0.1797,51.8,1,7213.8,4.4,1
sim-002919,5,group_b,48411.12,0.1663,94.1,0,8000.45,11.9,0
sim-002920,5,group_b,66832.25,0.2478,75.0,1,4844.91,3.2,0
sim-002921,5,group_a,76955.4,0.1538,168.5,0,18415.88,15.6,0
sim-002922,5,group_a,42141.99,0.3248,42.7,0,4336.41,1.8,0
sim-002923,5,group_b,21904.11,0.0896,101.3,0,18483.27,3.3,0
sim-002924,5,group_a,77223.54,0.2474,46.1,0,4500.03,5.0,0
sim-002925,5,group_b,23917.77,0.0796,55.4,1,9416.75,4.1,0
sim-002926,5,group_b,42274.74,0.0538,31.5,0,15089.17,5.0,0
sim-002927,5,group_b,32931.07,0.356,57.9,3,7542.31,8.9,0
sim-002928,5,group_a,30611.69,0.059,38.6,1,5370.68,4.3,0
sim-002929,5,group_b,50564.55,0.7284,189.7,2,8743.28,11.0,0
sim-002930,5,group_b,40646.7,0.306,76.2,2,9887.72,1.5,1
sim-002931,5,group_a,45504.27,0.4239,85.7,3,15958.89,2.0,1
sim-002932,5,group_a,26040.59,0.4006,52.8,1,4460.5,2.3,0
sim-002933,5,group_b,34094.4,0.3039,157.3,0,5116.98,3.4,0
sim-002934,5,group_b,26550.27,0.075,106.7,0,22597.67,4.2,0
sim-002935,5,group_a,33738.33,0.1763,80.7,2,9051.49,2.0,0
sim-002936,5,group_a,34895.73,0.4119,52.7,0,9970.07,4.2,1
sim-002937,5,group_a,79587.14,0.3462,137.9,0,11709.75,4.0,0
sim-002938,5,group_a,32894.37,0.5825,76.6,0,8619.24,3.1,0
sim-002939,5,group_a,15021.66,0.2806,78.8,3,15125.62,6.5,0
sim-002940,5,group_b,65902.95,0.4441,89.2,3,11288.99,6.2,1
sim-002941,5,group_a,44297.74,0.2274,125.0,0,8347.91,1.5,1
sim-002942,5,group_b,34716.68,0.237,122.6,2,3832.94,2.5,0
sim-002943,5,group_a,30527.08,0.5033,43.2,0,13526.18,7.7,0
sim-002944,5,group_a,24644.06,0.0755,75.3,1,20735.06,4.1,0
sim-002945,5,group_a,82783.18,0.3473,68.7,2,14866.85,2.4,0
sim-002946,5,group_a,37487.95,0.3372,76.6,0,2681.56,5.5,1
sim-002947,5,group_b,17679.21,0.2451,115.5,0,15094.68,3.6,1
sim-002948,5,group_b,42093.59,0.2389,133.4,3,11357.62,5.8,0
sim-002949,5,group_b,60875.87,0.1871,43.9,0,8347.66,3.9,0
sim-002950,5,group_a,39171.42,0.6834,50.5,1,4202.09,14.4,1
sim-002951,5,group_b,25117.77,0.1813,57.5,0,5533.07,8.9,0
sim-002952,5,group_a,24191.31,0.4422,117.1,1,10206.37,4.3,0
sim-002953,5,group_b,24952.42,0.3955,110.7,2,6513.94,1.7,1
sim-002954,5,group_a,69501.0,0.2452,13.2,1,22683.71,4.9,1
sim-002955,5,group_a,35592.89,0.1276,81.1,0,3643.74,2.7,0
sim-002956,5,group_a,18122.97,0.242,29.8,0,7731.57,2.2,0
sim-002957,5,group_a,43102.5,0.1981,59.0,0,3604.72,4.9,1
sim-002958,5,group_a,38918.91,0.3998,22.9,0,3566.17,8.5,0
sim-002959,5,group_b,30377.7,0.2454,66.3,0,4594.56,2.4,0
sim-002960,5,group_b,23895.11,0.424,67.3,2,3328.35,9.5,0
sim-002961,5,group_b,23462.63,0.4177,42.8,4,10682.95,9.6,1
sim-002962,5,group_a,57894.99,0.4789,65.3,0,5427.23,9.0,0
sim-002963,5,group_b,40698.86,0.5734,57.4,1,4687.06,10.0,1
sim-002964,5,group_a,44847.82,0.3384,74.4,3,7963.33,4.0,0
sim-002965,5,group_a,40651.81,0.6631,18.4,0,7296.5,3.6,0
sim-002966,5,group_a,42092.69,0.4305,37.9,2,7149.05,11.3,0
sim-002967,5,group_a,30129.93,0.2642,81.8,0,6587.21,7.7,0
sim-002968,5,group_a,33642.71,0.2399,48.8,1,9759.53,1.8,1
sim-002969,5,group_a,59830.03,0.6899,34.4,1,11019.6,1.2,1
sim-002970,5,group_a,66444.87,0.4304,39.3,2,4835.28,3.7,1
sim-002971,5,group_b,21954.37,0.3658,144.8,2,18425.27,4.5,0
sim-002972,5,group_a,33608.4,0.3152,26.7,1,8041.25,5.4,0
sim-002973,5,group_b,52182.36,0.387,237.5,2,14463.61,10.5,1
sim-002974,5,group_a,80859.91,0.418,42.8,3,8517.93,3.0,1
sim-002975,5,group_b,77530.22,0.3013,70.3,0,12242.26,4.2,0
sim-002976,5,group_b,26259.46,0.4549,68.4,0,3814.98,5.1,0
sim-002977,5,group_b,62662.56,0.3497,63.5,0,4549.07,5.2,1
sim-002978,5,group_b,37595.03,0.5305,44.3,2,5977.85,3.7,0
sim-002979,5,group_b,56877.49,0.3944,50.8,0,4262.74,10.2,0
sim-002980,5,group_b,51076.36,0.4684,57.5,2,9280.82,6.7,0
sim-002981,5,group_a,21571.65,0.2615,30.0,1,8008.32,2.0,0
sim-002982,5,group_a,46211.74,0.3181,138.5,0,4895.58,3.0,0
sim-002983,5,group_b,55960.01,0.2126,46.4,2,10590.81,1.5,0
sim-002984,5,group_a,36371.28,0.0341,98.4,0,11995.02,6.8,1
sim-002985,5,group_a,33075.47,0.4814,71.4,1,2841.79,7.4,0
sim-002986,5,group_a,18956.48,0.2174,80.4,0,13527.74,8.7,0
sim-002987,5,group_a,48879.79,0.3015,78.2,0,11104.47,1.3,0
sim-002988,5,group_a,40041.6,0.4301,34.6,2,3664.53,2.4,1
sim-002989,5,group_b,24901.49,0.3114,114.2,0,5703.9,5.1,0
sim-002990,5,group_b,31988.99,0.1258,24.5,2,5793.66,7.3,0
sim-002991,5,group_b,39139.65,0.2163,42.3,1,4989.88,0.4,0
sim-002992,5,group_a,29009.34,0.1589,69.0,0,17352.18,5.1,0
sim-002993,5,group_a,36721.75,0.1086,56.5,0,6255.94,9.4,1
sim-002994,5,group_a,17588.99,0.4909,43.7,3,2554.44,5.3,0
sim-002995,5,group_a,64650.89,0.3527,109.3,2,6930.43,5.6,0
sim-002996,5,group_b,36926.4,0.581,84.4,2,5966.25,2.8,1
sim-002997,5,group_a,23115.8,0.4061,75.2,2,5651.09,5.1,0
sim-002998,5,group_b,13054.95,0.3707,59.3,2,9498.95,6.2,1
sim-002999,5,group_a,56513.6,0.2475,84.0,0,3985.45,6.9,0
sim-003000,6,group_b,46929.35,0.5284,98.5,1,19689.79,17.1,1
sim-003001,6,group_b,40557.99,0.3541,48.7,0,7601.73,3.6,0
sim-003002,6,group_a,53355.49,0.13,33.0,0,8234.99,8.9,0
sim-003003,6,group_b,53293.91,0.1541,29.7,2,6486.54,9.0,1
sim-003004,6,group_a,40282.16,0.1599,118.8,1,17632.85,7.7,0
sim-003005,6,group_b,33363.91,0.2385,36.4,0,5733.21,4.2,0
sim-003006,6,group_b,31157.2,0.6693,36.7,2,9003.18,6.9,1
sim-003007,6,group_a,44302.47,0.3877,97.2,0,9666.23,3.0,0
sim-003008,6,group_a,66752.91,0.2405,67.9,1,7240.63,4.4,0
sim-003009,6,group_b,35553.03,0.1675,143.7,0,10752.78,11.4,0
sim-003010,6,group_a,69017.85,0.1711,53.7,1,12520.63,11.6,0
sim-003011,6,group_b,43422.11,0.3012,67.9,0,11678.73,8.8,0
sim-003012,6,group_b,43559.81,0.5032,59.1,4,7691.49,3.6,0
sim-003013,6,group_b,101940.64,0.5604,117.6,1,7116.02,6.9,0
sim-003014,6,group_a,74319.22,0.3969,64.7,0,8659.35,5.5,0
sim-003015,6,group_b,75133.05,0.3696,58.8,0,6616.09,8.0,0
sim-003016,6,group_b,26555.77,0.0638,61.7,0,4789.11,0.7,0
sim-003017,6,group_a,93219.91,0.1584,13.6,1,8764.42,7.9,0
sim-003018,6,group_a,35863.27,0.3704,24.4,0,16916.12,9.6,1
sim-003019,6,group_a,33740.48,0.5977,40.7,1,10442.26,7.3,0
sim-003020,6,group_a,14989.66,0.7598,70.9,1,4169.07,6.5,1
sim-003021,6,group_b,42575.84,0.5171,85.3,0,8464.1,9.0,0
sim-003022,6,group_a,23552.6,0.0802,89.6,0,12818.32,6.7,0
sim-003023,6,group_a,44067.01,0.082,84.5,1,7441.03,3.7,0
sim-003024,6,group_a,22791.49,0.2439,79.2,2,8855.06,16.1,0
sim-003025,6,group_a,78986.63,0.5405,60.4,1,47921.84,2.6,0
sim-003026,6,group_a,46801.06,0.2191,85.6,0,20638.45,2.8,0
sim-003027,6,group_b,96717.15,0.3666,60.0,2,8153.92,6.7,0
sim-003028,6,group_b,24157.01,0.6808,134.1,3,11730.62,11.1,1
sim-003029,6,group_a,71157.8,0.5299,65.7,3,7300.1,11.1,0
sim-003030,6,group_b,17411.06,0.438,39.9,2,7050.14,5.5,1
sim-003031,6,group_a,40513.55,0.3043,207.9,0,13283.34,6.9,0
sim-003032,6,group_a,28473.19,0.2415,18.0,1,13140.51,2.0,0
sim-003033,6,group_a,30756.55,0.3516,52.3,3,11479.87,3.3,1
sim-003034,6,group_b,29883.79,0.1668,67.1,0,7392.04,6.3,0
sim-003035,6,group_b,25281.27,0.3771,7.7,2,20722.99,6.3,1
sim-003036,6,group_b,21871.31,0.609,68.1,1,4771.09,6.1,0
sim-003037,6,group_a,30828.06,0.0622,46.4,1,8686.96,9.0,0
sim-003038,6,group_a,38977.19,0.0616,49.0,0,4650.39,5.7,0
sim-003039,6,group_b,60521.36,0.3682,79.9,2,8754.71,10.2,0
sim-003040,6,group_a,42026.14,0.1343,23.2,0,7146.88,0.9,1
sim-003041,6,group_b,60593.74,0.2315,73.7,1,16387.22,2.0,0
sim-003042,6,group_b,19953.62,0.6502,122.0,1,8271.51,6.9,1
sim-003043,6,group_a,30950.76,0.2466,59.0,0,16651.97,2.2,1
sim-003044,6,group_b,50042.21,0.4845,99.9,6,7559.37,9.6,1
sim-003045,6,group_b,42879.11,0.2493,73.0,1,6500.94,2.3,0
sim-003046,6,group_a,25856.22,0.367,30.1,1,10259.38,6.6,1
sim-003047,6,group_b,54957.14,0.3131,18.5,1,2898.82,3.3,1
sim-003048,6,group_b,29698.9,0.4502,64.8,1,6996.63,10.0,0
sim-003049,6,group_a,26782.59,0.1287,29.2,2,9254.68,6.2,1
sim-003050,6,group_b,45547.82,0.4303,98.4,1,25852.59,12.4,0
sim-003051,6,group_a,37219.61,0.0527,70.6,0,11437.86,7.5,0
sim-003052,6,group_b,29803.37,0.2993,133.8,0,3368.63,1.6,0
sim-003053,6,group_b,29381.34,0.1956,41.2,2,5919.54,6.4,0
sim-003054,6,group_b,23687.09,0.7629,35.3,4,4730.6,4.4,0
sim-003055,6,group_a,31438.41,0.4037,84.3,1,10443.66,4.2,0
sim-003056,6,group_b,58924.01,0.1114,112.5,1,13236.45,4.5,0
sim-003057,6,group_a,41138.97,0.3863,105.6,2,3934.42,12.8,0
sim-003058,6,group_a,55526.16,0.4273,127.8,2,14813.95,11.9,0
sim-003059,6,group_a,46108.32,0.2435,85.7,0,5293.22,0.8,0
sim-003060,6,group_b,28705.86,0.4661,55.7,3,5349.21,1.6,1
sim-003061,6,group_a,18571.08,0.1971,54.1,2,4531.94,7.4,0
sim-003062,6,group_a,25152.72,0.4169,110.7,2,6225.6,4.1,1
sim-003063,6,group_b,28003.39,0.2685,113.2,0,8382.19,9.0,0
sim-003064,6,group_a,27108.3,0.7588,103.8,1,15056.44,1.3,1
sim-003065,6,group_a,56051.62,0.264,58.0,1,4357.96,2.8,1
sim-003066,6,group_a,55806.59,0.651,12.7,2,4462.89,6.0,1
sim-003067,6,group_a,93994.3,0.115,91.5,1,12984.88,0.3,1
sim-003068,6,group_b,26936.49,0.294,8.7,2,7032.32,6.0,0
sim-003069,6,group_a,72615.11,0.0694,85.7,0,5891.99,6.2,0
sim-003070,6,group_a,72426.84,0.4763,84.9,0,9284.21,5.2,0
sim-003071,6,group_b,33672.92,0.4833,82.7,0,6281.26,2.5,1
sim-003072,6,group_b,45292.34,0.3943,66.2,1,5182.13,7.7,0
sim-003073,6,group_b,62511.63,0.2216,50.5,1,7102.23,2.5,0
sim-003074,6,group_b,36215.83,0.0846,33.0,2,9286.08,4.0,0
sim-003075,6,group_b,35056.47,0.6471,212.4,2,4722.47,6.9,0
sim-003076,6,group_a,28524.49,0.1042,49.4,2,13629.44,4.0,0
sim-003077,6,group_b,13777.39,0.2631,86.5,0,7597.72,5.1,1
sim-003078,6,group_b,38238.5,0.5247,36.2,1,7496.44,6.7,1
sim-003079,6,group_a,27552.67,0.2424,71.5,1,6124.22,8.0,0
sim-003080,6,group_a,23631.92,0.1424,76.3,0,6675.62,2.5,1
sim-003081,6,group_a,44325.73,0.3344,22.5,0,5600.92,3.9,0
sim-003082,6,group_b,20180.03,0.3041,22.4,1,14402.98,3.1,0
sim-003083,6,group_b,52080.9,0.1607,84.0,1,8831.86,3.4,0
sim-003084,6,group_b,45483.81,0.5837,56.8,1,6399.0,6.7,0
sim-003085,6,group_a,31379.77,0.2943,28.7,1,5332.67,2.1,0
sim-003086,6,group_a,36149.19,0.353,22.1,0,6445.28,4.7,0
sim-003087,6,group_a,22518.83,0.1881,67.5,1,10378.69,5.4,1
sim-003088,6,group_a,50875.78,0.3088,120.2,1,6798.73,4.1,1
sim-003089,6,group_b,40162.66,0.2362,79.0,0,7262.33,5.6,0
sim-003090,6,group_b,41438.97,0.2406,76.2,0,8620.54,1.7,1
sim-003091,6,group_b,45834.57,0.4466,75.8,1,6134.58,3.9,0
sim-003092,6,group_b,28344.42,0.6093,32.0,4,7705.96,7.3,0
sim-003093,6,group_b,19613.93,0.1626,12.8,2,22667.42,7.9,1
sim-003094,6,group_a,55496.42,0.368,45.2,1,8895.8,1.5,1
sim-003095,6,group_a,49575.98,0.3941,33.6,6,9056.64,7.6,0
sim-003096,6,group_a,29647.98,0.3805,34.9,3,5612.63,4.6,1
sim-003097,6,group_a,44082.86,0.1368,94.8,1,12506.72,10.3,0
sim-003098,6,group_a,62965.92,0.0768,111.1,0,5871.41,1.2,0
sim-003099,6,group_a,59889.37,0.2102,19.3,0,9554.23,3.3,0
sim-003100,6,group_b,29286.6,0.4227,17.6,2,2876.74,5.4,0
sim-003101,6,group_a,19865.11,0.5794,96.8,2,5442.87,10.0,0
sim-003102,6,group_b,21349.2,0.0818,84.9,1,6135.55,2.8,1
sim-003103,6,group_b,32567.66,0.4383,60.6,5,6950.75,6.3,1
sim-003104,6,group_b,68608.6,0.1256,168.1,0,6590.79,7.5,0
sim-003105,6,group_b,27338.55,0.6807,110.5,1,14864.45,3.6,1
sim-003106,6,group_a,28898.42,0.2341,89.1,2,7838.0,4.3,0
sim-003107,6,group_b,28649.67,0.4789,61.6,2,14929.87,8.7,1
sim-003108,6,group_a,29693.19,0.2239,29.7,0,5073.26,5.6,0
sim-003109,6,group_b,36948.66,0.631,116.7,2,4410.62,2.7,1
sim-003110,6,group_a,21685.06,0.3341,34.8,2,17121.34,3.4,0
sim-003111,6,group_a,58537.99,0.2338,79.9,1,5154.51,0.4,0
sim-003112,6,group_b,34932.58,0.025,132.4,2,9338.07,3.7,0
sim-003113,6,group_b,105159.82,0.2835,35.7,1,7118.47,7.6,0
sim-003114,6,group_a,22676.86,0.5701,55.2,2,4595.38,8.7,1
sim-003115,6,group_b,72384.23,0.1778,48.3,0,4087.01,15.4,0
sim-003116,6,group_a,66593.69,0.4232,62.0,1,5367.39,2.9,0
sim-003117,6,group_b,31228.7,0.2126,105.0,0,6512.58,5.0,0
sim-003118,6,group_a,31447.49,0.1623,32.8,0,9959.03,2.7,1
sim-003119,6,group_a,25211.48,0.0925,51.0,0,8392.92,2.1,1
sim-003120,6,group_a,25333.3,0.2659,23.8,0,6834.53,3.1,0
sim-003121,6,group_a,37113.85,0.2928,75.1,1,13588.52,11.2,0
sim-003122,6,group_a,37447.39,0.54,49.2,1,15701.1,14.3,0
sim-003123,6,group_a,18939.61,0.1586,19.8,0,8766.26,1.0,1
sim-003124,6,group_a,97272.56,0.5431,73.9,1,6377.76,5.7,1
sim-003125,6,group_a,33289.69,0.0478,86.5,1,8037.99,2.4,0
sim-003126,6,group_a,38160.54,0.0843,51.5,0,9209.96,1.9,0
sim-003127,6,group_a,28537.67,0.2432,97.6,0,3911.05,1.1,0
sim-003128,6,group_b,33185.09,0.0442,51.7,1,7832.08,2.7,0
sim-003129,6,group_b,31942.45,0.1544,44.0,3,8245.21,3.2,0
sim-003130,6,group_a,37077.63,0.3972,31.3,1,4913.75,10.4,0
sim-003131,6,group_b,36896.51,0.1667,225.1,0,6134.47,3.4,0
sim-003132,6,group_a,52054.36,0.4643,80.7,1,5565.16,13.1,0
sim-003133,6,group_a,40840.62,0.2808,73.0,1,14835.68,0.7,0
sim-003134,6,group_b,49901.13,0.2984,66.1,3,4386.73,11.3,0
sim-003135,6,group_b,36970.64,0.0593,97.4,2,9792.57,5.2,0
sim-003136,6,group_b,40909.85,0.2224,120.7,0,18274.36,16.7,0
sim-003137,6,group_a,33545.29,0.2231,72.4,1,7731.62,7.6,0
sim-003138,6,group_b,56574.12,0.3072,100.0,2,16222.86,0.3,0
sim-003139,6,group_a,42510.29,0.7249,111.3,2,8524.26,2.9,1
sim-003140,6,group_a,34738.66,0.4264,116.6,1,10333.47,3.9,1
sim-003141,6,group_a,34306.08,0.1896,59.9,1,4061.95,6.5,0
sim-003142,6,group_b,35458.54,0.4005,52.9,1,15388.73,12.7,1
sim-003143,6,group_a,37601.02,0.2372,60.5,1,6973.93,5.1,0
sim-003144,6,group_b,36254.85,0.3786,69.1,0,7815.77,2.6,1
sim-003145,6,group_b,29357.01,0.194,78.7,2,6789.42,8.4,0
sim-003146,6,group_b,51187.89,0.2564,20.9,2,5544.5,4.5,0
sim-003147,6,group_b,52564.27,0.4394,98.4,2,12167.78,4.8,0
sim-003148,6,group_b,78528.73,0.1358,39.7,0,6721.63,2.3,1
sim-003149,6,group_a,28809.93,0.0237,111.0,1,5442.08,1.7,0
sim-003150,6,group_a,49114.24,0.2521,37.8,0,5600.35,5.7,0
sim-003151,6,group_b,16649.95,0.3904,66.9,1,5036.61,8.0,0
sim-003152,6,group_a,52585.63,0.279,55.0,0,17135.67,5.4,1
sim-003153,6,group_a,20135.42,0.2359,19.6,0,8638.2,6.5,0
sim-003154,6,group_a,24552.79,0.606,41.1,3,5436.69,10.5,1
sim-003155,6,group_a,42682.09,0.3053,127.4,0,5375.32,6.9,0
sim-003156,6,group_a,28594.52,0.0467,43.5,1,13588.62,7.6,0
sim-003157,6,group_a,26997.28,0.3272,41.9,2,9265.8,17.4,0
sim-003158,6,group_b,30284.07,0.3613,127.5,0,3841.32,4.3,0
sim-003159,6,group_a,50435.11,0.4526,80.1,2,1815.4,5.7,1
sim-003160,6,group_b,25089.03,0.2186,40.3,0,8698.66,5.3,0
sim-003161,6,group_b,36288.46,0.2943,58.8,1,16067.72,5.4,0
sim-003162,6,group_a,31664.91,0.1457,157.7,0,5485.88,6.9,0
sim-003163,6,group_b,52383.88,0.5658,116.3,3,10995.57,15.4,0
sim-003164,6,group_b,53004.24,0.1975,43.6,0,19722.21,7.2,0
sim-003165,6,group_b,17174.51,0.3402,67.4,2,4214.18,3.9,0
sim-003166,6,group_a,57580.89,0.3378,57.7,1,4995.17,5.5,1
sim-003167,6,group_a,28723.83,0.0448,58.3,1,6797.78,2.7,0
sim-003168,6,group_a,40996.53,0.2794,64.2,0,9803.81,6.7,0
sim-003169,6,group_b,25025.69,0.393,24.9,2,9612.43,3.0,0
sim-003170,6,group_b,43385.33,0.3414,35.8,1,7620.89,11.9,0
sim-003171,6,group_b,108398.18,0.4578,103.5,0,29390.44,6.7,0
sim-003172,6,group_b,39159.94,0.2551,107.8,1,12219.19,4.1,0
sim-003173,6,group_b,30603.33,0.5544,65.2,2,6843.01,4.2,1
sim-003174,6,group_b,33674.37,0.3815,54.0,2,7374.49,1.2,1
sim-003175,6,group_a,20030.42,0.4214,55.9,2,6726.84,5.9,0
sim-003176,6,group_b,68224.88,0.2902,126.0,1,15148.99,2.4,0
sim-003177,6,group_a,42336.76,0.4608,134.6,3,3795.38,3.7,0
sim-003178,6,group_a,23895.92,0.0639,116.6,0,7196.99,3.4,0
sim-003179,6,group_a,24225.14,0.3965,69.5,2,3153.55,13.5,0
sim-003180,6,group_b,37362.34,0.3881,53.8,1,9448.25,7.6,1
sim-003181,6,group_a,54909.3,0.0349,87.1,0,10461.41,4.6,0
sim-003182,6,group_a,22892.95,0.3875,49.7,2,3968.58,11.2,0
sim-003183,6,group_a,59256.57,0.3171,66.3,1,3643.05,5.8,0
sim-003184,6,group_a,35721.71,0.2334,65.4,1,8195.57,5.2,1
sim-003185,6,group_a,25116.94,0.2371,61.6,1,9660.8,0.6,0
sim-003186,6,group_b,30502.69,0.0692,44.1,0,3923.83,1.1,0
sim-003187,6,group_b,77372.96,0.1607,73.4,1,7075.18,3.2,0
sim-003188,6,group_a,20721.98,0.1893,50.6,0,11281.43,7.5,1
sim-003189,6,group_a,27298.99,0.3049,20.0,0,10311.51,13.9,0
sim-003190,6,group_a,55386.16,0.1975,25.6,1,6580.74,17.1,0
sim-003191,6,group_a,40656.42,0.3449,56.7,3,5728.52,11.1,1
sim-003192,6,group_a,26626.94,0.4762,35.9,1,2347.77,6.1,1
sim-003193,6,group_b,55670.92,0.3264,57.0,0,5521.67,7.5,1
sim-003194,6,group_b,56792.76,0.1513,27.0,1,9542.89,15.6,0
sim-003195,6,group_a,42667.13,0.2326,105.9,1,7927.76,5.5,1
sim-003196,6,group_a,28704.05,0.2088,51.7,0,11791.1,4.8,1
sim-003197,6,group_a,30623.17,0.4624,78.2,1,20723.1,4.7,0
sim-003198,6,group_a,41838.15,0.396,111.0,3,8101.83,3.1,0
sim-003199,6,group_b,21396.65,0.7165,104.8,2,2902.83,7.5,0
sim-003200,6,group_b,64839.46,0.6662,72.9,2,6298.66,3.7,1
sim-003201,6,group_b,75817.76,0.2214,109.5,0,14422.12,4.4,0
sim-003202,6,group_b,33620.76,0.1889,33.7,0,14883.33,3.4,1
sim-003203,6,group_b,43112.31,0.4512,44.8,1,3540.79,1.3,0
sim-003204,6,group_b,61085.93,0.1292,155.1,2,5256.36,11.9,0
